datetime;open;high;low;close;volume
2013-09-06;130.2;134.0;121.9;121.9;2435581.88
2013-09-07;121.9;131.02;121.25;128.99;1796862.13
2013-09-08;128.99;129.87;124.06;126.32;926689.49
2013-09-09;126.32;137.48;124.0;133.1;3908439.46
2013-09-10;133.1;136.02;131.38;132.62;1184452.37
2013-09-11;132.62;145.9;127.5;142.1;5706218.53
2013-09-12;142.1;145.52;137.51;139.35;2886300.08
2013-09-13;139.35;145.6;137.82;140.66;2869985.9
2013-09-14;140.66;142.0;136.5;136.71;1237692.09
2013-09-15;136.71;141.0;135.04;138.3;886151.41
2013-09-16;138.3;142.23;137.9;139.42;1480693.41
2013-09-17;139.42;141.37;138.0;139.15;1344189.07
2013-09-18;139.15;142.0;139.01;140.41;1328386.12
2013-09-19;140.41;141.2;131.14;135.05;2862334.4
2013-09-20;135.05;137.28;131.0;133.81;1484557.03
2013-09-21;133.81;135.99;132.0;134.38;682674.89
2013-09-22;134.38;135.0;131.0;134.0;782376.39
2013-09-23;134.0;135.0;132.0;133.4;799461.35
2013-09-24;133.4;136.59;132.5;134.78;1148734.45
2013-09-25;134.78;138.0;134.7;135.0;1293657.92
2013-09-26;135.0;139.0;134.71;137.1;886908.93
2013-09-27;137.1;142.66;134.83;138.93;3757634.04
2013-09-28;138.93;143.0;138.02;142.5;1918884.09
2013-09-29;142.5;145.81;141.36;143.88;2611317.7
2013-09-30;143.88;145.81;138.12;141.9;2067367.69
2013-10-01;141.9;144.44;139.41;140.3;1344565.6
2013-10-02;140.3;141.93;109.7;123.0;13888930.74
2013-10-03;123.0;132.0;120.1;130.99;4488527.25
2013-10-04;130.99;139.8;128.5;136.82;2491501.84
2013-10-05;136.82;138.0;135.3;136.7;679668.79
2013-10-06;136.7;138.0;134.1;137.8;665512.24
2013-10-07;137.8;139.0;135.12;135.8;1006277.91
2013-10-08;135.8;137.78;135.65;136.49;707471.17
2013-10-09;136.49;142.1;135.8;139.5;2431349.34
2013-10-10;139.5;141.69;138.51;140.41;1551392.78
2013-10-11;140.41;141.85;138.87;140.1;1013106.32
2013-10-12;140.1;143.05;139.39;142.89;1559472.71
2013-10-13;142.89;147.65;141.5;147.53;2342049.46
2013-10-14;147.53;153.69;146.03;151.37;4512823.6
2013-10-15;151.37;158.1;150.62;158.09;2416464.87
2013-10-16;158.09;162.99;144.2;152.82;6636228.59
2013-10-17;152.82;159.94;150.75;157.59;2470394.92
2013-10-18;157.59;168.29;156.49;168.28;4225505.93
2013-10-19;168.28;195.8;167.08;183.15;10000685.93
2013-10-20;183.15;186.1;177.24;186.1;2087108.13
2013-10-21;186.1;197.37;183.18;192.78;4613540.34
2013-10-22;192.78;205.5;192.79;202.99;6761835.59
2013-10-23;202.99;227.98;200.7;227.97;8526441.87
2013-10-24;227.97;233.38;175.3;206.98;19649229.29
2013-10-25;206.98;208.97;176.6;197.88;6934330.09
2013-10-26;197.88;198.41;186.99;188.56;2322934.87
2013-10-27;188.56;207.81;188.95;206.91;2633454.44
2013-10-28;206.91;209.79;200.42;206.9;2287257.98
2013-10-29;206.9;216.5;204.2;216.0;2119311.77
2013-10-30;216.0;216.49;203.99;208.0;2853902.33
2013-10-31;208.0;214.99;205.43;211.17;1121246.74
2013-11-01;211.17;214.95;209.71;213.43;1251780.71
2013-11-02;213.43;214.86;211.0;211.69;1041300.28
2013-11-03;211.69;226.95;212.1;224.0;2694954.86
2013-11-04;224.0;238.98;221.95;238.16;4167915.27
2013-11-05;238.16;258.87;229.0;251.3;11094612.74
2013-11-06;251.3;272.52;251.41;264.1;10223786.59
2013-11-07;264.1;324.21;263.6;309.65;25582885.97
2013-11-08;309.65;358.0;308.01;355.0;15072022.33
2013-11-09;355.0;394.99;339.99;367.79;18427776.08
2013-11-10;367.79;372.52;289.96;336.32;24225281.95
2013-11-11;336.32;375.99;321.41;362.98;6330618.38
2013-11-12;362.98;391.79;358.97;380.04;8309810.54
2013-11-13;380.04;444.97;372.17;434.85;14780190.21
2013-11-14;434.85;447.49;402.54;433.4;13453174.7
2013-11-15;433.4;457.92;412.97;433.92;12273745.93
2013-11-16;433.92;476.94;427.98;461.96;8737836.16
2013-11-17;461.96;536.75;456.98;528.3;13340495.56
2013-11-18;528.3;787.93;521.98;785.43;45461600.44
2013-11-19;785.43;900.92;502.61;645.69;69095497.89
2013-11-20;645.69;649.99;453.29;637.97;50748177.23
2013-11-21;637.97;784.32;595.19;764.91;27128283.04
2013-11-22;764.91;821.99;682.28;802.0;22686962.77
2013-11-23;802.0;890.03;799.54;832.5;17908081.43
2013-11-24;832.5;854.99;745.21;795.01;20776035.16
2013-11-25;795.01;849.99;758.95;829.99;21438670.96
2013-11-26;829.99;974.96;825.08;969.96;28285852.13
2013-11-27;969.96;1094.78;914.27;1079.89;37868643.04
2013-11-28;1079.89;1224.48;1032.06;1101.38;42912383.44
2013-11-29;1101.38;1241.92;1049.96;1206.93;45030632.96
2013-11-30;1206.93;1232.94;1150.16;1205.66;18266602.22
2013-12-01;1205.66;1216.84;840.27;1004.39;83244488.59
2013-12-02;1004.39;1117.73;974.97;1096.56;39234863.12
2013-12-03;1096.56;1185.63;1064.91;1154.86;21865760.51
2013-12-04;1154.86;1239.7;1131.35;1237.55;19409766.71
2013-12-05;1237.55;1239.86;869.99;1106.35;62292919.16
2013-12-06;1106.35;1118.93;800.07;845.02;50747162.61
2013-12-07;845.02;895.96;576.03;697.02;70727083.16
2013-12-08;697.02;828.96;653.03;803.96;23044397.34
2013-12-09;803.96;980.03;787.73;918.95;24553208.51
2013-12-10;918.95;1067.7;911.96;1033.72;21734994.03
2013-12-11;1033.72;1056.76;856.06;919.93;23051224.54
2013-12-12;919.93;940.98;839.51;899.98;8798283.62
2013-12-13;899.98;989.89;882.11;936.77;16173632.88
2013-12-14;936.77;947.93;875.11;908.94;10532106.73
2013-12-15;908.94;927.9;837.98;919.88;13302074.9
2013-12-16;919.88;924.94;714.03;759.92;32899151.97
2013-12-17;759.92;779.96;678.88;714.97;22933905.57
2013-12-18;714.97;716.99;454.86;540.98;62529030.46
2013-12-19;540.98;745.96;522.44;731.95;29980041.32
2013-12-20;731.95;774.39;621.25;649.96;24291048.02
2013-12-21;649.96;690.0;610.0;640.48;9550420.56
2013-12-22;640.48;699.91;614.95;639.49;7693603.71
2013-12-23;639.49;724.92;631.01;713.24;10210388.76
2013-12-24;713.24;729.94;665.98;702.75;7647250.76
2013-12-25;702.75;709.95;673.93;707.25;3721814.74
2013-12-26;707.25;829.63;707.21;801.98;18209291.31
2013-12-27;801.98;836.83;767.87;803.05;11073604.45
2013-12-28;803.05;805.97;715.6;761.99;10127883.44
2013-12-29;761.99;803.95;734.98;784.96;5448579.59
2013-12-30;784.96;818.83;780.96;804.83;8411786.62
2013-12-31;804.83;813.94;776.96;805.94;7294004.88
2014-01-01;805.94;829.93;770.97;815.94;8663855.98
2014-01-02;815.94;886.21;810.47;856.91;10826907.96
2014-01-03;856.91;888.23;839.44;884.26;8409629.11
2014-01-04;884.26;932.16;848.32;924.69;12784626.88
2014-01-05;924.69;1029.86;911.36;1014.74;20789364.52
2014-01-06;1014.74;1093.44;964.74;1012.65;23622237.65
2014-01-07;1012.65;1043.98;879.85;879.9;21753921.59
2014-01-08;879.9;966.9;858.9;938.84;12942254.98
2014-01-09;938.84;964.64;866.55;936.95;13202619.46
2014-01-10;936.95;964.84;905.88;957.76;5909107.79
2014-01-11;957.76;1010.84;935.0;1005.32;10948175.25
2014-01-12;1005.32;1022.67;922.07;939.79;9620090.09
2014-01-13;939.79;949.24;879.94;922.91;9220891.88
2014-01-14;922.91;942.47;904.19;919.28;3960633.47
2014-01-15;919.28;973.09;915.06;941.22;6448062.43
2014-01-16;941.22;955.53;910.5;913.49;4720008.07
2014-01-17;913.49;929.75;867.22;894.16;9203107.31
2014-01-18;894.16;924.74;884.74;905.72;5493742.6
2014-01-19;905.72;958.07;901.88;954.8;7071649.38
2014-01-20;954.8;980.54;925.96;955.95;9981282.97
2014-01-21;955.95;974.25;943.18;962.21;6289022.19
2014-01-22;962.21;973.94;934.95;950.95;4503428.34
2014-01-23;950.95;958.06;936.27;944.16;1839615.29
2014-01-24;944.16;949.52;902.89;916.55;5684047.02
2014-01-25;916.55;978.41;915.86;961.05;7797108.54
2014-01-26;961.05;1038.06;950.66;1007.0;13054605.53
2014-01-27;1007.0;1021.45;937.23;943.54;8052715.48
2014-01-28;943.54;972.61;911.65;932.68;9757613.92
2014-01-29;932.68;950.56;918.86;925.67;5254878.58
2014-01-30;925.67;953.24;909.46;941.39;5026461.81
2014-01-31;941.39;954.71;924.59;938.85;4024749.63
2014-02-01;938.85;969.19;927.8;940.42;4118865.67
2014-02-02;940.42;959.38;934.41;953.31;1495327.62
2014-02-03;953.31;959.58;931.67;931.71;2601784.11
2014-02-04;931.71;949.1;900.76;926.64;4250751.67
2014-02-05;926.64;939.75;890.05;904.52;6865987.27
2014-02-06;904.52;908.77;800.93;828.87;15719958.05
2014-02-07;828.87;833.07;651.73;695.65;36412212.3
2014-02-08;695.65;719.26;632.08;648.78;15503790.63
2014-02-09;648.78;694.12;622.53;659.57;13186251.81
2014-02-10;659.57;700.04;500.04;582.63;24334044.2
2014-02-11;582.63;609.71;550.22;578.96;9621820.7
2014-02-12;578.96;585.12;511.9;531.13;11628634.59
2014-02-13;531.13;549.2;451.33;451.44;14394464.14
2014-02-14;451.44;500.03;302.18;427.68;25084223.33
2014-02-15;427.68;447.94;310.08;371.07;18299075.74
2014-02-16;371.07;540.03;220.37;299.8;26267622.78
2014-02-17;299.8;411.21;263.36;272.28;16532226.28
2014-02-18;272.28;370.12;248.31;293.95;14130126.78
2014-02-19;293.95;308.63;257.24;261.53;8618299.81
2014-02-20;261.53;271.61;109.22;111.92;16608347.18
2014-02-21;111.92;160.15;91.66;111.56;10115923.16
2014-02-22;111.56;290.59;96.72;255.59;11838225.02
2014-02-23;255.59;349.15;220.31;310.17;11158706.83
2014-02-24;310.17;316.88;131.85;174.0;17929284.9
2014-02-25;174.0;174.64;102.33;135.78;3993023.8
2014-02-26;135.78;650.0;522.84;593.14;383571.24
2014-02-27;593.14;629.9;580.5;596.49;322887.36
2014-02-28;596.49;599.0;570.0;573.94;321170.16
2014-03-01;573.94;564.07;262.77;557.39;250331.34
2014-03-02;557.39;562.93;541.54;544.56;469498.62
2014-03-03;544.56;695.44;545.42;662.18;794976.61
2014-03-04;662.18;686.22;645.16;661.85;947328.84
2014-03-05;661.85;665.97;636.77;658.3;855787.67
2014-03-06;658.3;661.83;636.22;648.26;1367401.19
2014-03-07;648.26;655.2;600.31;616.73;1498290.21
2014-03-08;616.73;625.68;588.58;609.21;1335982.88
2014-03-09;609.21;637.6;598.51;627.05;1209993.27
2014-03-10;627.05;633.68;594.7;612.97;1648979.94
2014-03-11;612.97;619.7;599.92;608.69;1520733.14
2014-03-12;608.69;640.79;608.2;619.43;2022394.16
2014-03-13;619.43;636.13;616.06;625.04;2168407.82
2014-03-14;625.04;631.23;610.61;614.03;2514218.73
2014-03-15;614.03;628.83;609.18;624.03;2168732.02
2014-03-16;624.03;627.28;613.17;619.14;2055390.73
2014-03-17;619.14;622.49;602.74;606.38;2227123.89
2014-03-18;606.38;611.72;585.66;598.93;2234320.09
2014-03-19;598.93;607.08;590.14;594.96;2164735.67
2014-03-20;594.96;598.41;560.35;565.99;2471474.64
2014-03-21;565.99;587.42;540.22;549.6;2173864.98
2014-03-22;549.6;569.96;537.16;564.34;2078360.18
2014-03-23;564.34;564.32;538.63;551.16;2286135.32
2014-03-24;551.16;572.52;531.27;567.56;2024402.74
2014-03-25;567.56;569.66;550.43;562.89;2172190.32
2014-03-26;562.89;575.42;546.26;562.45;2087611.57
2014-03-27;562.45;567.75;460.45;460.45;2010894.71
2014-03-28;460.45;514.95;453.75;482.61;2022261.85
2014-03-29;482.61;494.28;473.78;477.11;2087784.21
2014-03-30;477.11;479.04;424.03;446.92;1769770.42
2014-03-31;446.92;473.43;422.49;444.66;1850592.76
2014-04-01;444.66;487.35;438.03;463.45;1845836.41
2014-04-02;463.45;480.27;409.25;424.37;2004152.9
2014-04-03;424.37;448.74;386.67;436.31;1708540.89
2014-04-04;436.31;456.46;415.51;444.36;1127311.11
2014-04-05;444.36;461.17;439.37;456.63;529964.03
2014-04-06;456.63;472.38;446.3;455.69;1644846.68
2014-04-07;455.69;485.06;447.98;462.38;1847982.3
2014-04-08;462.38;480.69;457.57;466.56;1839605.16
2014-04-09;466.56;479.66;451.07;457.34;1809262.89
2014-04-10;457.34;463.45;384.63;384.63;1547153.29
2014-04-11;384.63;450.4;355.71;435.14;2175242.95
2014-04-12;435.14;469.83;428.02;437.65;2293511.2
2014-04-13;437.65;454.15;409.85;427.6;2143146.77
2014-04-14;427.6;497.83;420.08;478.38;3546258.23
2014-04-15;478.38;526.63;466.43;526.43;3945871.12
2014-04-16;526.43;549.05;496.08;536.95;4192651.96
2014-04-17;536.95;537.03;486.89;502.0;4097576.42
2014-04-18;502.0;512.15;472.0;485.52;4112826.37
2014-04-19;485.52;516.89;473.16;506.02;4154929.41
2014-04-20;506.02;522.22;488.69;498.51;3879198.08
2014-04-21;498.51;524.67;490.66;495.16;3688692.95
2014-04-22;495.16;520.51;483.39;487.91;2824567.04
2014-04-23;487.91;509.96;482.25;487.3;2340457.5
2014-04-24;487.3;507.33;477.22;500.29;2075376.08
2014-04-25;500.29;502.49;438.33;464.49;3000226.26
2014-04-26;464.49;468.68;448.57;457.87;3157540.11
2014-04-27;457.87;461.4;437.39;443.18;3154922.76
2014-04-28;443.18;451.12;420.78;441.92;2004954.25
2014-04-29;441.92;453.78;430.71;446.12;1670352.0
2014-04-30;446.12;452.64;430.89;445.63;1831533.23
2014-05-01;445.63;464.49;444.51;460.13;1915772.6
2014-05-02;460.13;463.38;442.0;453.67;1532239.38
2014-05-03;453.67;454.2;429.09;438.65;1143291.68
2014-05-04;438.65;446.61;428.79;436.05;1470650.15
2014-05-05;436.05;443.86;426.37;430.87;1328247.91
2014-05-06;430.87;434.95;420.23;432.19;1809731.58
2014-05-07;432.19;458.78;423.55;446.55;2209759.82
2014-05-08;446.55;455.5;439.5;441.11;1134338.74
2014-05-09;441.11;455.78;438.5;445.45;1013830.03
2014-05-10;445.45;459.46;441.43;451.9;210112.72
2014-05-11;451.9;455.4;429.02;433.23;845213.87
2014-05-12;433.23;441.07;430.19;438.21;610287.27
2014-05-13;438.21;442.27;432.74;433.92;1164049.43
2014-05-14;433.92;444.28;433.88;442.63;978031.93
2014-05-15;442.63;450.03;441.47;448.1;989003.27
2014-05-16;448.1;455.15;441.86;453.63;799913.51
2014-05-17;453.63;455.94;452.23;452.79;776390.65
2014-05-18;452.79;454.0;449.04;450.14;653912.75
2014-05-19;450.14;451.69;441.2;443.9;602742.49
2014-05-20;443.9;486.23;437.25;484.57;883359.54
2014-05-21;484.57;495.21;481.73;488.84;689104.32
2014-05-22;488.84;519.25;485.55;515.36;1589075.16
2014-05-23;515.36;540.88;515.18;518.09;1457339.18
2014-05-24;518.09;526.65;510.42;520.46;1492790.86
2014-05-25;520.46;575.19;520.53;570.44;1037758.33
2014-05-26;570.44;586.41;564.65;582.01;1712997.86
2014-05-27;582.01;586.22;555.28;570.1;1947436.25
2014-05-28;570.1;581.81;562.56;570.84;2054559.38
2014-05-29;570.84;573.83;557.7;564.42;2121556.72
2014-05-30;564.42;613.26;564.02;612.35;3688564.78
2014-05-31;612.35;629.04;604.73;627.91;2738340.83
2014-06-01;627.91;674.98;621.95;649.79;2322782.86
2014-06-02;649.79;662.63;625.46;655.49;2650871.52
2014-06-03;655.49;676.47;631.42;669.43;2883100.21
2014-06-04;669.43;669.78;602.1;638.93;3601867.65
2014-06-05;638.93;665.39;635.59;660.18;1825395.47
2014-06-06;660.18;663.84;647.12;650.41;3978265.23
2014-06-07;650.41;659.77;641.02;651.67;1298892.32
2014-06-08;651.67;658.88;648.67;651.05;2167689.11
2014-06-09;651.05;652.12;639.08;644.35;2126014.84
2014-06-10;644.35;661.44;641.68;655.62;2340867.13
2014-06-11;655.62;663.04;642.28;642.95;2491455.0
2014-06-12;642.95;643.8;591.12;597.13;2928622.01
2014-06-13;597.13;619.14;594.87;610.35;4612164.04
2014-06-14;610.35;613.77;563.68;583.42;2985483.68
2014-06-15;583.42;587.83;560.85;582.29;2272289.86
2014-06-16;582.29;606.14;580.45;599.08;2403694.57
2014-06-17;599.08;608.43;594.86;605.09;1820590.33
2014-06-18;605.09;614.4;603.61;606.21;2037434.53
2014-06-19;606.21;612.58;598.67;600.17;3433287.5
2014-06-20;600.17;602.05;587.1;590.75;1312852.79
2014-06-21;590.75;599.21;584.82;597.04;1373722.22
2014-06-22;597.04;610.08;591.99;603.62;1240859.44
2014-06-23;603.62;604.65;582.86;591.17;1594834.62
2014-06-24;591.17;595.65;585.41;588.77;1840620.26
2014-06-25;588.77;589.56;566.88;568.45;1797681.03
2014-06-26;568.45;582.71;565.85;582.7;2401035.72
2014-06-27;582.7;603.94;580.14;602.23;2015064.28
2014-06-28;602.23;608.76;593.97;597.56;1778752.3
2014-06-29;597.56;604.28;593.19;601.06;1736172.85
2014-06-30;601.06;637.28;596.55;635.14;2394861.38
2014-07-01;635.14;652.54;634.09;643.19;2675353.96
2014-07-02;643.19;652.1;604.58;645.72;3099761.96
2014-07-03;645.72;646.4;633.58;638.03;2580980.48
2014-07-04;638.03;642.22;623.04;623.96;2291612.17
2014-07-05;623.96;627.8;619.69;622.96;2034965.63
2014-07-06;622.96;629.44;622.65;626.65;1698242.23
2014-07-07;626.65;627.93;607.32;613.6;1590944.74
2014-07-08;613.6;619.65;609.35;615.32;2004899.12
2014-07-09;615.32;623.82;610.53;623.0;1920482.89
2014-07-10;623.0;624.95;611.66;618.39;2253171.2
2014-07-11;618.39;633.62;616.11;632.9;1969199.34
2014-07-12;632.9;638.59;625.9;635.9;2179286.05
2014-07-13;635.9;638.64;627.54;628.03;1082830.37
2014-07-14;628.03;628.99;616.06;618.32;1601572.72
2014-07-15;618.32;624.42;617.3;619.6;2310446.24
2014-07-16;619.6;622.36;614.15;614.8;1873008.17
2014-07-17;614.8;632.55;610.01;626.58;1833775.87
2014-07-18;626.58;630.15;617.92;627.47;2109225.77
2014-07-19;627.47;634.14;625.14;627.04;2505181.18
2014-07-20;627.04;627.93;619.96;620.98;1442853.55
2014-07-21;620.98;625.93;615.02;625.13;1596614.67
2014-07-22;625.13;628.81;620.0;622.53;2068876.01
2014-07-23;622.53;624.99;621.0;621.69;1372935.87
2014-07-24;621.69;621.96;599.38;601.87;2896094.23
2014-07-25;601.87;609.06;597.4;600.5;3592179.37
2014-07-26;600.5;602.98;593.25;596.0;2095634.61
2014-07-27;596.0;601.49;593.69;595.03;2118021.68
2014-07-28;595.03;597.49;578.14;587.93;1391966.02
2014-07-29;587.93;591.28;579.53;585.77;3962906.1
2014-07-30;585.77;586.13;564.18;564.64;2397473.33
2014-07-31;564.64;593.73;564.01;589.52;2057947.94
2014-08-01;589.52;603.99;586.43;598.78;5356663.39
2014-08-02;598.78;598.91;587.42;591.72;1278807.32
2014-08-03;591.72;592.06;580.62;588.94;752201.76
2014-08-04;588.94;595.09;586.49;592.77;2047890.49
2014-08-05;592.77;594.25;585.44;588.76;2429310.9
2014-08-06;588.76;593.79;587.2;589.77;1785940.76
2014-08-07;589.77;595.08;587.92;592.8;1485017.95
2014-08-08;592.8;608.2;592.08;595.85;1873039.39
2014-08-09;595.85;595.56;587.41;589.52;843722.69
2014-08-10;589.52;596.64;588.06;592.06;796584.42
2014-08-11;592.06;593.62;571.72;575.89;1512262.72
2014-08-12;575.89;578.29;561.98;567.66;1894843.87
2014-08-13;567.66;573.51;523.15;542.1;2659458.34
2014-08-14;542.1;544.94;495.94;504.8;5608470.79
2014-08-15;504.8;515.24;483.21;496.45;2407799.63
2014-08-16;496.45;524.25;483.24;522.01;1956441.61
2014-08-17;522.01;524.71;478.22;485.5;1584568.58
2014-08-18;485.5;493.26;449.95;462.18;2991012.04
2014-08-19;462.18;487.05;455.8;485.12;2458098.82
2014-08-20;485.12;521.84;468.51;516.78;2965577.49
2014-08-21;516.78;537.17;511.36;517.94;2974478.96
2014-08-22;517.94;524.44;500.57;516.1;3116862.95
2014-08-23;516.1;516.82;493.98;497.68;1596652.49
2014-08-24;497.68;514.82;496.81;509.71;1294320.61
2014-08-25;509.71;511.33;499.71;502.93;1409621.07
2014-08-26;502.93;516.04;501.81;512.56;1831000.54
2014-08-27;512.56;527.37;512.66;515.23;1982424.62
2014-08-28;515.23;521.59;503.34;510.75;2307082.42
2014-08-29;510.75;515.18;506.69;512.56;1876846.6
2014-08-30;512.56;512.91;503.12;505.96;1337420.67
2014-08-31;505.96;508.34;478.31;481.78;2982601.77
2014-09-01;481.78;487.47;471.78;477.19;3261178.74
2014-09-02;477.19;486.99;470.54;478.94;3291738.72
2014-09-03;478.94;487.29;476.82;480.04;3018772.64
2014-09-04;480.04;498.47;476.26;490.99;4345165.83
2014-09-05;490.99;495.02;483.07;483.65;3013185.15
2014-09-06;483.65;491.38;480.79;484.47;1883095.02
2014-09-07;484.47;490.72;478.49;485.75;1755360.28
2014-09-08;485.75;487.02;469.5;475.69;3948928.43
2014-09-09;475.69;478.6;467.52;474.9;3529051.35
2014-09-10;474.9;491.04;471.57;479.7;4058785.18
2014-09-11;479.7;488.92;474.57;478.49;3086920.26
2014-09-12;478.49;479.71;471.14;477.73;2514548.2
2014-09-13;477.73;480.64;474.64;478.17;2569793.0
2014-09-14;478.17;480.33;471.96;477.74;2031789.95
2014-09-15;477.74;479.28;473.7;477.71;2753462.23
2014-09-16;477.71;478.81;463.95;466.75;3139554.53
2014-09-17;466.75;469.39;458.27;461.09;3522262.8
2014-09-18;461.09;462.26;408.77;424.26;3946908.07
2014-09-19;424.26;429.17;386.1;397.67;6062707.6
2014-09-20;397.67;427.69;387.5;411.53;5919676.64
2014-09-21;411.53;415.07;394.52;401.62;4229727.1
2014-09-22;401.62;410.75;398.6;404.09;5531782.04
2014-09-23;404.09;445.51;394.75;436.86;7490861.6
2014-09-24;436.86;439.19;422.1;423.77;9217984.23
2014-09-25;423.77;427.55;409.56;412.29;6143388.92
2014-09-26;412.29;416.42;399.7;404.46;4966479.77
2014-09-27;404.46;407.07;394.69;399.02;3950428.02
2014-09-28;399.02;402.27;374.12;379.08;5453338.71
2014-09-29;379.08;389.26;372.63;376.77;7924759.6
2014-09-30;376.77;395.18;374.73;388.17;6520432.39
2014-10-01;388.17;395.13;381.11;382.84;6892843.77
2014-10-02;382.84;385.59;371.2;375.14;5471103.72
2014-10-03;375.14;378.22;362.81;363.45;6278574.04
2014-10-04;363.45;369.88;327.1;335.32;8050734.62
2014-10-05;335.32;344.25;294.92;322.86;9512572.11
2014-10-06;322.86;347.94;303.05;331.55;13642089.7
2014-10-07;331.55;345.51;321.74;331.65;10076018.49
2014-10-08;331.65;351.64;325.43;350.87;7413499.73
2014-10-09;350.87;384.61;347.57;360.91;13020038.29
2014-10-10;360.91;378.13;353.32;361.71;10394856.2
2014-10-11;361.71;370.15;350.49;361.22;5049013.74
2014-10-12;361.22;374.57;352.25;373.17;4077867.05
2014-10-13;373.17;391.22;366.04;387.32;8935310.47
2014-10-14;387.32;407.74;385.72;397.1;11549913.84
2014-10-15;397.1;397.87;388.23;393.17;8867207.18
2014-10-16;393.17;398.84;371.56;379.77;7999668.99
2014-10-17;379.77;384.76;372.42;380.48;6324477.58
2014-10-18;380.48;395.71;373.58;390.88;3657801.17
2014-10-19;390.88;394.49;383.92;387.28;2088508.52
2014-10-20;387.28;387.77;378.42;380.39;4075710.38
2014-10-21;380.39;388.24;377.42;382.35;3745779.18
2014-10-22;382.35;383.69;376.97;378.93;4064736.42
2014-10-23;378.93;381.08;353.48;355.78;6999640.64
2014-10-24;355.78;360.87;351.41;355.1;7185001.61
2014-10-25;355.1;356.57;341.53;346.72;4929757.95
2014-10-26;346.72;356.8;344.19;348.67;4076756.1
2014-10-27;348.67;356.35;344.93;350.09;3777108.32
2014-10-28;350.09;355.72;348.27;351.06;3372185.13
2014-10-29;351.06;352.83;334.72;335.12;4259966.32
2014-10-30;335.12;350.38;333.44;344.86;5522262.77
2014-10-31;344.86;347.97;336.08;337.87;4814121.89
2014-11-01;337.87;339.0;320.74;325.43;4540440.63
2014-11-02;325.43;329.76;319.81;322.55;3878749.8
2014-11-03;322.55;332.85;321.67;324.24;4435458.55
2014-11-04;324.24;328.75;320.11;327.96;4955240.5
2014-11-05;327.96;341.98;326.52;338.01;5342189.88
2014-11-06;338.01;351.14;335.74;347.67;5388972.33
2014-11-07;347.67;351.61;340.18;341.87;5215262.11
2014-11-08;341.87;346.29;339.8;343.54;2834855.25
2014-11-09;343.54;362.21;341.78;362.04;4466556.5
2014-11-10;362.04;374.67;356.6;367.15;8387025.99
2014-11-11;367.15;370.99;361.87;365.42;5817809.67
2014-11-12;365.42;442.73;365.81;432.03;15737081.16
2014-11-13;432.03;480.45;390.88;428.72;25304725.28
2014-11-14;428.72;430.18;381.99;396.53;14250930.93
2014-11-15;396.53;407.32;367.97;374.86;5185270.16
2014-11-16;374.86;390.36;370.54;385.61;5497204.23
2014-11-17;385.61;412.33;378.32;384.69;10942934.49
2014-11-18;384.69;394.94;371.95;379.16;10404772.69
2014-11-19;379.16;389.29;374.26;381.43;7592152.68
2014-11-20;381.43;383.03;355.11;357.3;8084810.79
2014-11-21;357.3;358.73;343.8;351.77;8291129.59
2014-11-22;351.77;364.21;350.51;352.01;4632290.66
2014-11-23;352.01;370.59;352.64;365.85;4504560.45
2014-11-24;365.85;388.72;361.92;378.85;9244691.04
2014-11-25;378.85;395.73;370.64;376.43;17405251.28
2014-11-26;376.43;378.27;363.99;365.35;8916241.87
2014-11-27;365.35;374.43;364.81;368.83;5144146.32
2014-11-28;368.83;383.25;358.37;377.59;16118258.33
2014-11-29;377.59;389.3;372.21;376.28;31983637.28
2014-11-30;376.28;381.06;372.57;374.93;4269105.57
2014-12-01;374.93;383.58;373.02;378.61;7481865.14
2014-12-02;378.61;384.87;375.37;380.64;9664274.24
2014-12-03;380.64;384.67;373.64;376.96;8950322.28
2014-12-04;376.96;380.43;366.24;369.84;9521316.14
2014-12-05;369.84;379.7;366.39;377.63;11251853.9
2014-12-06;377.63;380.33;372.04;376.26;4181319.51
2014-12-07;376.26;377.88;372.46;376.47;3334332.18
2014-12-08;376.47;377.36;364.6;364.95;8506201.99
2014-12-09;364.95;365.35;343.82;352.19;15529628.16
2014-12-10;352.19;354.07;345.09;347.94;9535221.36
2014-12-11;347.94;367.13;337.8;347.68;18063629.15
2014-12-12;347.68;356.43;346.0;353.4;9490205.28
2014-12-13;353.4;353.1;343.81;348.24;6837218.94
2014-12-14;348.24;351.59;344.61;349.35;4328238.86
2014-12-15;349.35;351.22;343.56;345.37;7746836.16
2014-12-16;345.37;346.45;328.88;330.22;13001054.77
2014-12-17;330.22;335.67;314.31;320.02;19834674.23
2014-12-18;320.02;325.62;303.4;310.34;18932813.68
2014-12-19;310.34;320.24;306.36;317.78;13119110.69
2014-12-20;317.78;332.62;316.05;330.35;9768954.91
2014-12-21;330.35;332.03;320.13;322.63;6746131.4
2014-12-22;322.63;335.26;319.89;330.84;11694687.77
2014-12-23;330.84;339.32;328.0;335.25;8057502.86
2014-12-24;335.25;336.28;320.65;322.4;7112691.11
2014-12-25;322.4;323.38;316.3;318.99;4926116.3
2014-12-26;318.99;332.88;316.36;329.98;7518851.52
2014-12-27;329.98;330.7;311.98;315.34;6940336.9
2014-12-28;315.34;322.84;310.5;316.53;6482718.73
2014-12-29;316.53;321.61;308.28;314.12;6457547.05
2014-12-30;314.12;316.18;309.25;311.27;7163083.26
